Date,League,HomeTeam,AwayTeam,jugador,equipo,minutos,partidos,fixture_id
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Shengpan Ji,TIANJIN TEDA,55,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Jaume Grau,TIANJIN TEDA,90,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Alberto Quiles,TIANJIN TEDA,90,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Dun Ba,TIANJIN TEDA,45,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Xinghan Wu,TIANJIN TEDA,44,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Guilherme Schettine,TIANJIN TEDA,45,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Qiuming Wang,TIANJIN TEDA,35,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Shi Yan,TIANJIN TEDA,8,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Qi Yuxi,TIANJIN TEDA,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Shuaiqi Li,TIANJIN TEDA,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Ming-Him Sun,TIANJIN TEDA,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Sirong Li,TIANJIN TEDA,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Li Yongjia,TIANJIN TEDA,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Chen Zhexuan,TIANJIN TEDA,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Junxian Liu,TIANJIN TEDA,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Gouming Wang,HENAN JIANYE,90,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Yeljan Shinar,HENAN JIANYE,90,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Iago Maidana,HENAN JIANYE,90,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Lucas Maia,HENAN JIANYE,90,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Huang Ruifeng,HENAN JIANYE,90,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Chao He,HENAN JIANYE,80,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Shangyuan Wang,HENAN JIANYE,90,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Yilin Yang,HENAN JIANYE,65,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Bruno Nazário,HENAN JIANYE,89,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Yihao Zhong,HENAN JIANYE,89,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Gustavo,HENAN JIANYE,90,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Jordi Mboula,HENAN JIANYE,25,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Abraham Halik,HENAN JIANYE,10,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Oliver Gerbig,HENAN JIANYE,10,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Abdurasul Abudulam,HENAN JIANYE,10,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Chenglong Shi,HENAN JIANYE,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Changjie Du,HENAN JIANYE,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Liu Jiahui,HENAN JIANYE,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Yixin Liu,HENAN JIANYE,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Xu Haofeng,HENAN JIANYE,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Xulin Fan,HENAN JIANYE,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Osman Ekber,HENAN JIANYE,0,1,1523156
19/05/2026,Chinese Super League,TIANJIN TEDA,HENAN JIANYE,Congyao Yin,HENAN JIANYE,0,1,1523156
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Peng Peng,SICHUAN JIUNIU,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Zhijian Xuan,SICHUAN JIUNIU,89,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Yiming Yang,SICHUAN JIUNIU,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Ruibao Hu,SICHUAN JIUNIU,65,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Li Long,SICHUAN JIUNIU,85,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Xiaobing Zhang,SICHUAN JIUNIU,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Deabeas Owusu-Sekyere,SICHUAN JIUNIU,78,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Junsheng Yao,SICHUAN JIUNIU,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Eden Karzev,SICHUAN JIUNIU,79,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Albion Ademi,SICHUAN JIUNIU,65,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Wesley Moraes,SICHUAN JIUNIU,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Zhipeng Jiang,SICHUAN JIUNIU,25,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Huanming Shen,SICHUAN JIUNIU,25,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Dai Wai Tsun,SICHUAN JIUNIU,12,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Tim Chow,SICHUAN JIUNIU,11,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Yao Junyi,SICHUAN JIUNIU,15,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Tian Yifan,SICHUAN JIUNIU,10,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Wei Minzhe,SICHUAN JIUNIU,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Jiabao Ji,SICHUAN JIUNIU,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Rui Yu,SICHUAN JIUNIU,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Hu Jiajin,SICHUAN JIUNIU,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Song Nan,SICHUAN JIUNIU,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Dalong Xia,SICHUAN JIUNIU,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Weiguo Liu,DALIAN ZHIXING,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Lü Zhuoyi,DALIAN ZHIXING,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Mamadou Traoré,DALIAN ZHIXING,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Ang Li,DALIAN ZHIXING,37,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Weijie Mao,DALIAN ZHIXING,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Jintao Liao,DALIAN ZHIXING,89,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Isnik Alimi,DALIAN ZHIXING,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Luo Jing,DALIAN ZHIXING,60,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Zhu Pengyu,DALIAN ZHIXING,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Frank Acheampong,DALIAN ZHIXING,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Cephas Malele,DALIAN ZHIXING,90,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Jinhao Bi,DALIAN ZHIXING,53,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Yang Mingrui,DALIAN ZHIXING,30,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Peng Lü,DALIAN ZHIXING,1,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Zihao Huang,DALIAN ZHIXING,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Ge Peng,DALIAN ZHIXING,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Yue Song,DALIAN ZHIXING,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Kangbo Sun,DALIAN ZHIXING,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Jiabao Wen,DALIAN ZHIXING,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Huachen Zhang,DALIAN ZHIXING,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Shan Huang,DALIAN ZHIXING,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Chengrui Zhang,DALIAN ZHIXING,0,1,1523155
19/05/2026,Chinese Super League,SICHUAN JIUNIU,DALIAN ZHIXING,Peng Shunjie,DALIAN ZHIXING,0,1,1523155
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Liu Dianzuo,CHENGDU BETTER CITY,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,He Yiran,CHENGDU BETTER CITY,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Han Pengfei,CHENGDU BETTER CITY,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Egor Sorokin,CHENGDU BETTER CITY,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Hu Hetao,CHENGDU BETTER CITY,83,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Liao Lisheng,CHENGDU BETTER CITY,83,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Yang Ming-Yang,CHENGDU BETTER CITY,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Wellington Silva,CHENGDU BETTER CITY,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Rômulo,CHENGDU BETTER CITY,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Wei Shihao,CHENGDU BETTER CITY,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Wang Ziming,CHENGDU BETTER CITY,60,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Baihelamu Abuduwaili,CHENGDU BETTER CITY,30,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Gan Chao,CHENGDU BETTER CITY,24,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Liao Rongxiang,CHENGDU BETTER CITY,24,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Weifeng Ran,CHENGDU BETTER CITY,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Tao Jian,CHENGDU BETTER CITY,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Alex Jojo,CHENGDU BETTER CITY,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Wang Dongsheng,CHENGDU BETTER CITY,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Dong Yanfeng,CHENGDU BETTER CITY,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Mirahmetjan Muzepper,CHENGDU BETTER CITY,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Ezimet Qeyser,CHENGDU BETTER CITY,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Li Moyu,CHENGDU BETTER CITY,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Iminqari Mutallep,CHENGDU BETTER CITY,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Yan Junling,SHANGHAI SIPG,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Xi Yang,SHANGHAI SIPG,89,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Zhen Wei,SHANGHAI SIPG,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Jiang Guangtai,SHANGHAI SIPG,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Yusup Umidjan,SHANGHAI SIPG,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Shimeng Bao,SHANGHAI SIPG,58,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Lu Yongtao,SHANGHAI SIPG,83,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Yuan Zhang,SHANGHAI SIPG,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Mateus Vital,SHANGHAI SIPG,90,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Li Xinxiang,SHANGHAI SIPG,83,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Leonardo,SHANGHAI SIPG,89,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Li Shuai,SHANGHAI SIPG,32,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Liu Zhurun,SHANGHAI SIPG,24,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Yang Shiyuan,SHANGHAI SIPG,24,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Zhang Linpeng,SHANGHAI SIPG,17,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Fu Huan,SHANGHAI SIPG,17,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Yuhang Zhang,SHANGHAI SIPG,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Chen Wei,SHANGHAI SIPG,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Wang Zhenao,SHANGHAI SIPG,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Jiang Yufei,SHANGHAI SIPG,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Dongcheng  Wang,SHANGHAI SIPG,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Yue Xin,SHANGHAI SIPG,0,1,1523157
19/05/2026,Chinese Super League,CHENGDU BETTER CITY,SHANGHAI SIPG,Liu Ruofan,SHANGHAI SIPG,0,1,1523157
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Hao Li,QINGDAO YOUTH ISLAND,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Longhai He,QINGDAO YOUTH ISLAND,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Samir Memisevic,QINGDAO YOUTH ISLAND,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Rezende,QINGDAO YOUTH ISLAND,62,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Gengrui Wang,QINGDAO YOUTH ISLAND,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Xiuwei Zhang,QINGDAO YOUTH ISLAND,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Chengdong Zhang,QINGDAO YOUTH ISLAND,82,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Nelson Luz,QINGDAO YOUTH ISLAND,89,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Xinli Peng,QINGDAO YOUTH ISLAND,66,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Davidson,QINGDAO YOUTH ISLAND,89,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Aziz,QINGDAO YOUTH ISLAND,82,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Peng Wang,QINGDAO YOUTH ISLAND,24,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Jie Sun,QINGDAO YOUTH ISLAND,8,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Jingchao Meng,QINGDAO YOUTH ISLAND,8,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Yang Zhanpeng,QINGDAO YOUTH ISLAND,1,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Aifeierding Aisikaer,QINGDAO YOUTH ISLAND,1,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Dong Hang,QINGDAO YOUTH ISLAND,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Shibo Liu,QINGDAO YOUTH ISLAND,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Yu Dong,QINGDAO YOUTH ISLAND,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Haifeng Ding,QINGDAO YOUTH ISLAND,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Honglüe Zhao,QINGDAO YOUTH ISLAND,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Xiaolong Liu,QINGDAO YOUTH ISLAND,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Jia Weiwei,QINGDAO YOUTH ISLAND,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Hou Sen,BEIJING GUOAN,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Gang Wang,BEIJING GUOAN,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Guilherme Ramos,BEIJING GUOAN,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Yang Bai,BEIJING GUOAN,89,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Tze-Nam Yue,BEIJING GUOAN,72,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Dawhan,BEIJING GUOAN,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Aboubacar Konte,BEIJING GUOAN,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Li Lei,BEIJING GUOAN,57,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Sai Erjini'ao,BEIJING GUOAN,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Zhang Xizhe,BEIJING GUOAN,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Fabio Abreu,BEIJING GUOAN,90,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Yongjing Cao,BEIJING GUOAN,33,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Lin Liangming,BEIJING GUOAN,18,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Deng Jiefu,BEIJING GUOAN,1,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Zhang Jianzhi,BEIJING GUOAN,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Abdugheni Abduhamit,BEIJING GUOAN,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Feng Boxuan,BEIJING GUOAN,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Wang Yu,BEIJING GUOAN,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Feifan Jia,BEIJING GUOAN,0,1,1523158
19/05/2026,Chinese Super League,QINGDAO YOUTH ISLAND,BEIJING GUOAN,Chi Zhongguo,BEIJING GUOAN,0,1,1523158
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Yan Zhang,SHENYANG URBAN,90,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Dilmurat Mawlanyaz,SHENYANG URBAN,18,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Yuan Mincheng,SHENYANG URBAN,90,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Felipe,SHENYANG URBAN,90,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Binbin Chen,SHENYANG URBAN,90,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Tixiang Li,SHENYANG URBAN,76,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Ange Kouamé,SHENYANG URBAN,76,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Takahiro Kunimoto,SHENYANG URBAN,90,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Dinghao Yan,SHENYANG URBAN,90,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Jeffinho,SHENYANG URBAN,89,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Guy Mbenza,SHENYANG URBAN,89,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Jiarun Gao,SHENYANG URBAN,72,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Yinong Tian,SHENYANG URBAN,14,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Zang Yifeng,SHENYANG URBAN,14,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Ximing Pan,SHENYANG URBAN,1,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Yuda Tian,SHENYANG URBAN,1,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Rongze Han,SHENYANG URBAN,0,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Pavle Vagić,SHENYANG URBAN,0,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Li Haoran,SHENYANG URBAN,0,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Pang Shenghan,SHENYANG URBAN,0,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Dong Xu,SHENYANG URBAN,0,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Ziyi Tian,SHENYANG URBAN,0,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Jia Zheng,SHENYANG URBAN,0,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Pengfei Mu,QINGDAO JONOON,90,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Zixian Wei,QINGDAO JONOON,11,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Yangyang Jin,QINGDAO JONOON,90,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Nemanja Anđelković,QINGDAO JONOON,90,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Suda Li,QINGDAO JONOON,90,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Senwen Luo,QINGDAO JONOON,78,1,1523159
20/05/2026,Chinese Super League,SHENYANG URBAN,QINGDAO JONOON,Malcom Edjouma,QINGDAO JONOON,90,1,1523159
