fixture_id,Goles_Todo_HTML,Goles_1P_HTML,Goles_2P_HTML,Goles_Todo_TXT
1576152,4' I. Badjie (L. Munst) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,4' I. Badjie (L. Munst) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,,4' I. Badjie (L. Munst) 0-1
1576153,9' Y. Sturm <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 33' K. Ehlers (A. Opoku) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 43' J. Thorsteinsson (J. Brekalo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 45' J. Brekalo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 53' K. Ehlers <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span> | 69'(pen) J. Brekalo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-4</span> | 87' O. Adewumi (L. Schuler) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-5</span> | 88' J. Urbich <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-5</span>,9' Y. Sturm <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 33' K. Ehlers (A. Opoku) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 43' J. Thorsteinsson (J. Brekalo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 45' J. Brekalo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,53' K. Ehlers <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span> | 69'(pen) J. Brekalo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-4</span> | 87' O. Adewumi (L. Schuler) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-5</span> | 88' J. Urbich <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-5</span>,9' Y. Sturm 1-0 | 33' K. Ehlers (A. Opoku) 2-0 | 43' J. Thorsteinsson (J. Brekalo) 2-1 | 45' J. Brekalo 2-2 | 53' K. Ehlers 2-3 | 69'(pen) J. Brekalo 2-4 | 87' O. Adewumi (L. Schuler) 2-5 | 88' J. Urbich 3-5
1576154,6' L. Copado (L. Bittencourt) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 45'(pen) F. Klaus <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 47' F. Doumbia <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 70' T. Cigerci (L. Bittencourt) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 72' O. Pohlmann <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span> | 80' F. Klaus (O. Sillah) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-4</span> | 90' D. Bogdanov (J. Butler) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-4</span>,6' L. Copado (L. Bittencourt) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 45'(pen) F. Klaus <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,47' F. Doumbia <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 70' T. Cigerci (L. Bittencourt) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 72' O. Pohlmann <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span> | 80' F. Klaus (O. Sillah) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-4</span> | 90' D. Bogdanov (J. Butler) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-4</span>,6' L. Copado (L. Bittencourt) 1-0 | 45'(pen) F. Klaus 1-1 | 47' F. Doumbia 1-2 | 70' T. Cigerci (L. Bittencourt) 2-2 | 72' O. Pohlmann 2-3 | 80' F. Klaus (O. Sillah) 2-4 | 90' D. Bogdanov (J. Butler) 3-4
1576155,57'(pen) L. Gindorf <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,,57'(pen) L. Gindorf <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,57'(pen) L. Gindorf 0-1
1576156,30' V. Vermeij (J. Sterner) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 67' J. Schoppner (M. Heule) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 73' R. Wagner (B. Bobzien) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 77' F. Muller <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 87' O. Mhamdi <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span> | 89' J. Niehues (P. Hennrich) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span> | 90' M. Breunig <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>5-2</span> | 90' J. Sterner (T. Raschl) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>5-3</span>,30' V. Vermeij (J. Sterner) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,67' J. Schoppner (M. Heule) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 73' R. Wagner (B. Bobzien) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 77' F. Muller <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 87' O. Mhamdi <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span> | 89' J. Niehues (P. Hennrich) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span> | 90' M. Breunig <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>5-2</span> | 90' J. Sterner (T. Raschl) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>5-3</span>,30' V. Vermeij (J. Sterner) 0-1 | 67' J. Schoppner (M. Heule) 1-1 | 73' R. Wagner (B. Bobzien) 1-2 | 77' F. Muller 2-2 | 87' O. Mhamdi 3-2 | 89' J. Niehues (P. Hennrich) 4-2 | 90' M. Breunig 5-2 | 90' J. Sterner (T. Raschl) 5-3
1576157,7' S. Fukuda (M. Franke) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 10' A. Bernhardsson (F. Reese) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 12' M. Wanitzek (L. Ben Farhat) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 28' F. Reese (J. Maehle) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 45' V. Souza (J. Maehle) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span> | 88' H. Wahl (R. Glatzel) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-4</span> | 90' F. Reese (A. Besio) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-5</span>,7' S. Fukuda (M. Franke) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 10' A. Bernhardsson (F. Reese) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 12' M. Wanitzek (L. Ben Farhat) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 28' F. Reese (J. Maehle) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 45' V. Souza (J. Maehle) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span>,88' H. Wahl (R. Glatzel) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-4</span> | 90' F. Reese (A. Besio) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-5</span>,7' S. Fukuda (M. Franke) 1-0 | 10' A. Bernhardsson (F. Reese) 1-1 | 12' M. Wanitzek (L. Ben Farhat) 2-1 | 28' F. Reese (J. Maehle) 2-2 | 45' V. Souza (J. Maehle) 2-3 | 88' H. Wahl (R. Glatzel) 2-4 | 90' F. Reese (A. Besio) 2-5
1576158,72' M. Zukowski (B. Atik) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 81' L. Hyrylainen (A. Nollenberger) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,,72' M. Zukowski (B. Atik) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 81' L. Hyrylainen (A. Nollenberger) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,72' M. Zukowski (B. Atik) 1-0 | 81' L. Hyrylainen (A. Nollenberger) 2-0
1576159,11' M. A. Zoma <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 22' T. Janisch (F. Becker) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 38' A. Markhiev (E. Porstner) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span> | 67' A. Markhiev <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-0</span> | 76' M. Worl <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span>,11' M. A. Zoma <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 22' T. Janisch (F. Becker) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 38' A. Markhiev (E. Porstner) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,67' A. Markhiev <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-0</span> | 76' M. Worl <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span>,11' M. A. Zoma 1-0 | 22' T. Janisch (F. Becker) 2-0 | 38' A. Markhiev (E. Porstner) 3-0 | 67' A. Markhiev 4-0 | 76' M. Worl 4-1
1576160,29' E. Yardimci (S. Sahin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 46' T. Tazemeta <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 56' A. Ceesay (T. Hara) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,29' E. Yardimci (S. Sahin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,46' T. Tazemeta <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 56' A. Ceesay (T. Hara) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,29' E. Yardimci (S. Sahin) 0-1 | 46' T. Tazemeta 0-2 | 56' A. Ceesay (T. Hara) 1-2
1576161,13' J. Rochelt (J. Thomas Kersken) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 20' T. Hara (D. Nemeth) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 51' J. Grodowski <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 65' A. Ceesay (A. Pyrka) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,13' J. Rochelt (J. Thomas Kersken) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 20' T. Hara (D. Nemeth) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,51' J. Grodowski <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 65' A. Ceesay (A. Pyrka) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,13' J. Rochelt (J. Thomas Kersken) 1-0 | 20' T. Hara (D. Nemeth) 1-1 | 51' J. Grodowski 2-1 | 65' A. Ceesay (A. Pyrka) 2-2
1576163,26' L. Gindorf <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 28' S. Fukuda <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 38' M. Hartel (K. Oudenne) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 85' R. Pinto Pedrosa (L. Egloff) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,26' L. Gindorf <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 28' S. Fukuda <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 38' M. Hartel (K. Oudenne) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,85' R. Pinto Pedrosa (L. Egloff) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,26' L. Gindorf 1-0 | 28' S. Fukuda 1-1 | 38' M. Hartel (K. Oudenne) 2-1 | 85' R. Pinto Pedrosa (L. Egloff) 2-2
1576165,41' A. Markhiev (J. Fernández) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' P. Harres (A. Kapralik) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 50' A. Kapralik (J. Meffert) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 56' P. Scobel (A. Markhiev) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,41' A. Markhiev (J. Fernández) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' P. Harres (A. Kapralik) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,50' A. Kapralik (J. Meffert) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 56' P. Scobel (A. Markhiev) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,41' A. Markhiev (J. Fernández) 0-1 | 45' P. Harres (A. Kapralik) 1-1 | 50' A. Kapralik (J. Meffert) 2-1 | 56' P. Scobel (A. Markhiev) 2-2
1576166,43' M. Sauer (S. Sahin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 64' T. Fidjeu Tazemeta <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 90' M. Berisha (S. Sahin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,43' M. Sauer (S. Sahin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,64' T. Fidjeu Tazemeta <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 90' M. Berisha (S. Sahin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,43' M. Sauer (S. Sahin) 1-0 | 64' T. Fidjeu Tazemeta 2-0 | 90' M. Berisha (S. Sahin) 3-0
1576167,3' K. Miyoshi (E. Cokaj) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 25' K. Miyoshi (T. Meyer) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 41' B. Bobzien (N. Hauptmann) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,3' K. Miyoshi (E. Cokaj) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 25' K. Miyoshi (T. Meyer) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 41' B. Bobzien (N. Hauptmann) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,,3' K. Miyoshi (E. Cokaj) 0-1 | 25' K. Miyoshi (T. Meyer) 0-2 | 41' B. Bobzien (N. Hauptmann) 1-2
1576169,4'(pen) R. Glatzel <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 25' V. de Souza Costa (F. Reese) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 34' R. Glatzel (A. Bernhardsson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span> | 45' L. Erlein <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 49' K. Samuel Manu (L. Michelbrink) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span> | 67'(pen) T. Cigerci <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-3</span> | 79' M. Svanberg (M. Angély) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-3</span> | 90' D. Bogdanov (C. Kinsombi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-4</span>,4'(pen) R. Glatzel <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 25' V. de Souza Costa (F. Reese) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 34' R. Glatzel (A. Bernhardsson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span> | 45' L. Erlein <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,49' K. Samuel Manu (L. Michelbrink) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span> | 67'(pen) T. Cigerci <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-3</span> | 79' M. Svanberg (M. Angély) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-3</span> | 90' D. Bogdanov (C. Kinsombi) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-4</span>,4'(pen) R. Glatzel 1-0 | 25' V. de Souza Costa (F. Reese) 2-0 | 34' R. Glatzel (A. Bernhardsson) 3-0 | 45' L. Erlein 3-1 | 49' K. Samuel Manu (L. Michelbrink) 3-2 | 67'(pen) T. Cigerci 3-3 | 79' M. Svanberg (M. Angély) 4-3 | 90' D. Bogdanov (C. Kinsombi) 4-4
1576473,39' B. Rochez (L. Figueiredo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 76'(pen) B. Rochez <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,39' B. Rochez (L. Figueiredo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,76'(pen) B. Rochez <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,39' B. Rochez (L. Figueiredo) 0-1 | 76'(pen) B. Rochez 0-2
1576476,45' D. Jean <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 74' M. Abubakari <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,45' D. Jean <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,74' M. Abubakari <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,45' D. Jean 0-1 | 74' M. Abubakari 0-2
1576477,40' M. Couto <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 56' P. Henrique <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 81' G. Silva <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 90' Bidu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span>,40' M. Couto <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,56' P. Henrique <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 81' G. Silva <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 90' Bidu <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span>,40' M. Couto 0-1 | 56' P. Henrique 1-1 | 81' G. Silva 1-2 | 90' Bidu 1-3
1576481,36' P. Sá (M. Svensson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 42' A. David Álvarez Rey (A. Carbonell) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 57' J. Pinto <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span> | 71' M. Svensson <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-0</span> | 90' L. Silva <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span>,36' P. Sá (M. Svensson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 42' A. David Álvarez Rey (A. Carbonell) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,57' J. Pinto <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span> | 71' M. Svensson <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-0</span> | 90' L. Silva <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-1</span>,36' P. Sá (M. Svensson) 1-0 | 42' A. David Álvarez Rey (A. Carbonell) 2-0 | 57' J. Pinto 3-0 | 71' M. Svensson 4-0 | 90' L. Silva 4-1
1576483,29' A. Van Der Heide (H. Félix) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 47' A. Tomane (Carraça) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 87' J. Marcos Lima Candi (X. Huarte Armendáriz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,29' A. Van Der Heide (H. Félix) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,47' A. Tomane (Carraça) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 87' J. Marcos Lima Candi (X. Huarte Armendáriz) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,29' A. Van Der Heide (H. Félix) 1-0 | 47' A. Tomane (Carraça) 2-0 | 87' J. Marcos Lima Candi (X. Huarte Armendáriz) 3-0
1584367,53' D. Saba (L. Dellova) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 62' D. Saba (G. Orban) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 70' G. Gul (S. Ballet) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,,53' D. Saba (L. Dellova) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 62' D. Saba (G. Orban) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 70' G. Gul (S. Ballet) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-0</span>,53' D. Saba (L. Dellova) 1-0 | 62' D. Saba (G. Orban) 2-0 | 70' G. Gul (S. Ballet) 3-0
1584368,14' C. Operi (A. Fayzullaev) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 72' E. Shomurodov (A. Skov Olsen) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,14' C. Operi (A. Fayzullaev) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,72' E. Shomurodov (A. Skov Olsen) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span>,14' C. Operi (A. Fayzullaev) 1-0 | 72' E. Shomurodov (A. Skov Olsen) 2-0
1584369,25' V. Cerny (J. Olaitan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,25' V. Cerny (J. Olaitan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,25' V. Cerny (J. Olaitan) 1-0
1584370,53' V. Osimhen (L. Torreira) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 59' A. Kyziridis (Fredy) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 61' J. Ramirez <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 90' V. Osimhen (G. Sara) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,,53' V. Osimhen (L. Torreira) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 59' A. Kyziridis (Fredy) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 61' J. Ramirez <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 90' V. Osimhen (G. Sara) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,53' V. Osimhen (L. Torreira) 1-0 | 59' A. Kyziridis (Fredy) 1-1 | 61' J. Ramirez 1-2 | 90' V. Osimhen (G. Sara) 2-2
1584371,20' Ruan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 61' D. Sorescu (J. Bacuna) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,20' Ruan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,61' D. Sorescu (J. Bacuna) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,20' Ruan 0-1 | 61' D. Sorescu (J. Bacuna) 1-1
1584372,13' Talisca (L. Mercan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 37' F. Tongya (S. Koita) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 56' O. Ulgun (A. Dursun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,13' Talisca (L. Mercan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 37' F. Tongya (S. Koita) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,56' O. Ulgun (A. Dursun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,13' Talisca (L. Mercan) 0-1 | 37' F. Tongya (S. Koita) 1-1 | 56' O. Ulgun (A. Dursun) 2-1
1584373,43' N. Saviolo (M. Mimaroglu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 55'(pen) A. Benedyczak <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,43' N. Saviolo (M. Mimaroglu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,55'(pen) A. Benedyczak <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,43' N. Saviolo (M. Mimaroglu) 0-1 | 55'(pen) A. Benedyczak 1-1
1584374,90'(pen) Q. Laci <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,,90'(pen) Q. Laci <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,90'(pen) Q. Laci 0-1
1584375,3' A. Matos <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 30'(pen) Marius <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 43' E. Kilinc (J. Mendes) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 46' S. Armstrong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 65' E. Bekiroglu (Janderson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span> | 90' C. Yuksel (F. Kaya) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-3</span>,3' A. Matos <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 30'(pen) Marius <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 43' E. Kilinc (J. Mendes) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,46' S. Armstrong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 65' E. Bekiroglu (Janderson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span> | 90' C. Yuksel (F. Kaya) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-3</span>,3' A. Matos 0-1 | 30'(pen) Marius 1-1 | 43' E. Kilinc (J. Mendes) 2-1 | 46' S. Armstrong 2-2 | 65' E. Bekiroglu (Janderson) 2-3 | 90' C. Yuksel (F. Kaya) 3-3
1584376,73' N. Lima (F. Hadergjonaj) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,73' N. Lima (F. Hadergjonaj) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,73' N. Lima (F. Hadergjonaj) 1-0
1584377,6' A. Benedyczak (C. Winck) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,6' A. Benedyczak (C. Winck) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,,6' A. Benedyczak (C. Winck) 0-1
