fixture_id,Goles_Todo_HTML,Goles_1P_HTML,Goles_2P_HTML,Goles_Todo_TXT
1507041,15' W. Ki-Jong (H. Seo-Woong) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 49' K. Nishiya (K. Dong-Jin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 90' J. Celestine (P. Min-jae) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,15' W. Ki-Jong (H. Seo-Woong) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,49' K. Nishiya (K. Dong-Jin) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 90' J. Celestine (P. Min-jae) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span>,15' W. Ki-Jong (H. Seo-Woong) 0-1 | 49' K. Nishiya (K. Dong-Jin) 0-2 | 90' J. Celestine (P. Min-jae) 1-2
1507042,49' P. Klimala <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,49' P. Klimala <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,49' P. Klimala 1-0
1507043,40' L. Dong-Ryul (K. Young-whan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' M. Oliveira <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 84' M. Oliveira <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,40' L. Dong-Ryul (K. Young-whan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' M. Oliveira <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,84' M. Oliveira <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,40' L. Dong-Ryul (K. Young-whan) 0-1 | 45' M. Oliveira 1-1 | 84' M. Oliveira 2-1
1507044,49' L. Jin-Hyun <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 90' J. Jae-Hee (G. Ludwigson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 90' G. Ludwigson (J. Jae-Hee) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,,49' L. Jin-Hyun <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 90' J. Jae-Hee (G. Ludwigson) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 90' G. Ludwigson (J. Jae-Hee) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,49' L. Jin-Hyun 0-1 | 90' J. Jae-Hee (G. Ludwigson) 1-1 | 90' G. Ludwigson (J. Jae-Hee) 2-1
1507045,5' M. Min-seo (A. Ba Loua) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45'(pen) M. Min-seo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 88' M. Tuci (K. Dae-Won) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 89' K. Dong-Hyun (H. Park) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,5' M. Min-seo (A. Ba Loua) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45'(pen) M. Min-seo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,88' M. Tuci (K. Dae-Won) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 89' K. Dong-Hyun (H. Park) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,5' M. Min-seo (A. Ba Loua) 0-1 | 45'(pen) M. Min-seo 0-2 | 88' M. Tuci (K. Dae-Won) 1-2 | 89' K. Dong-Hyun (H. Park) 2-2
1507046,53' K. Jong-Woo (R. Bassani) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 70' Airton <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,53' K. Jong-Woo (R. Bassani) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 70' Airton <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,53' K. Jong-Woo (R. Bassani) 1-0 | 70' Airton 1-1
1507047,14' L. Kun-hee (H. Yun-sang) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 44' Y. Cariello Ribeiro <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 62' K. Sang-Woo (L. Dong-gyeong) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 75' Y. Cariello Ribeiro (T. Oude Kotte) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,14' L. Kun-hee (H. Yun-sang) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 44' Y. Cariello Ribeiro <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,62' K. Sang-Woo (L. Dong-gyeong) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 75' Y. Cariello Ribeiro (T. Oude Kotte) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,14' L. Kun-hee (H. Yun-sang) 0-1 | 44' Y. Cariello Ribeiro 1-1 | 62' K. Sang-Woo (L. Dong-gyeong) 2-1 | 75' Y. Cariello Ribeiro (T. Oude Kotte) 3-1
1507048,15' J. Son (C. Jun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 22' K. Jin-Su <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 34' C. Kyoung-Rok (K. Sung-Yun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 45' L. Seung-Mo (J. Seung-Won) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span> | 47' S. Chang-Moo (J. Iredale) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span> | 52' J. Seung-Won (A. Oliveira) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-4</span> | 60' A. Oliveira <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-5</span>,15' J. Son (C. Jun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 22' K. Jin-Su <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 34' C. Kyoung-Rok (K. Sung-Yun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 45' L. Seung-Mo (J. Seung-Won) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span>,47' S. Chang-Moo (J. Iredale) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-3</span> | 52' J. Seung-Won (A. Oliveira) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-4</span> | 60' A. Oliveira <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-5</span>,15' J. Son (C. Jun) 0-1 | 22' K. Jin-Su 0-2 | 34' C. Kyoung-Rok (K. Sung-Yun) 1-2 | 45' L. Seung-Mo (J. Seung-Won) 1-3 | 47' S. Chang-Moo (J. Iredale) 2-3 | 52' J. Seung-Won (A. Oliveira) 2-4 | 60' A. Oliveira 2-5
1507049,83' L. Seung-Woo (K. Jin-Gyu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 88' Gerso <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,83' L. Seung-Woo (K. Jin-Gyu) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 88' Gerso <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,83' L. Seung-Woo (K. Jin-Gyu) 0-1 | 88' Gerso 1-1
1507050,30' M. Aias (E. Cinari) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 52' M. Aias (E. Negueba) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 76' S. Jin-Su (L. Myung-Jae) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 90' E. Negueba <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,30' M. Aias (E. Cinari) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,52' M. Aias (E. Negueba) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 76' S. Jin-Su (L. Myung-Jae) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 90' E. Negueba <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,30' M. Aias (E. Cinari) 1-0 | 52' M. Aias (E. Negueba) 2-0 | 76' S. Jin-Su (L. Myung-Jae) 2-1 | 90' E. Negueba 3-1
1510243,42' L. Rae-Jun <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 68' M. Obradovic (K. Dong-Hyun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 69' Marlon <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 88' J. Hyun-woo (P. Jun-hyeok) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span> | 90' J. Hyun-woo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-4</span>,42' L. Rae-Jun <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,68' M. Obradovic (K. Dong-Hyun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 69' Marlon <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 88' J. Hyun-woo (P. Jun-hyeok) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span> | 90' J. Hyun-woo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-4</span>,42' L. Rae-Jun 1-0 | 68' M. Obradovic (K. Dong-Hyun) 1-1 | 69' Marlon 1-2 | 88' J. Hyun-woo (P. Jun-hyeok) 1-3 | 90' J. Hyun-woo 1-4
1510244,19' B. Jae-Yong (G. Santos) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 41' P. Hyun-Bin (S. Ilyuchenko) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 73' K. Hyun-Muk (L. Geon-hee) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,19' B. Jae-Yong (G. Santos) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 41' P. Hyun-Bin (S. Ilyuchenko) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,73' K. Hyun-Muk (L. Geon-hee) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,19' B. Jae-Yong (G. Santos) 0-1 | 41' P. Hyun-Bin (S. Ilyuchenko) 1-1 | 73' K. Hyun-Muk (L. Geon-hee) 2-1
1510245,4'(pen) M. Garcia <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 11' H. Jeong-woo (M. Frizzo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 65' Willyan (S. Lee) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 74' M. Frizzo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span> | 85' M. Frizzo (S. Lee) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-4</span>,4'(pen) M. Garcia <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 11' H. Jeong-woo (M. Frizzo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,65' Willyan (S. Lee) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 74' M. Frizzo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span> | 85' M. Frizzo (S. Lee) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-4</span>,4'(pen) M. Garcia 1-0 | 11' H. Jeong-woo (M. Frizzo) 1-1 | 65' Willyan (S. Lee) 1-2 | 74' M. Frizzo 1-3 | 85' M. Frizzo (S. Lee) 1-4
1510246,9' P. Dae-Hun <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,9' P. Dae-Hun <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,9' P. Dae-Hun 1-0
1510247,28' L. Dong-Hyeop <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 36'(pen) G. Tigrao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 50' B. Lamas <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 82'(pen) G. Tigrao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,28' L. Dong-Hyeop <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 36'(pen) G. Tigrao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,50' B. Lamas <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 82'(pen) G. Tigrao <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,28' L. Dong-Hyeop 0-1 | 36'(pen) G. Tigrao 1-1 | 50' B. Lamas 1-2 | 82'(pen) G. Tigrao 2-2
1510248,39' Ronan (Valdivia) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' J. Ji-Yong (Y. Min-ho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span> | 52' Y. Min-ho (Valdivia) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span> | 67'(pen) Valdivia <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-4</span> | 85' C. Jin-Hyuk (P. Min-Seo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-4</span>,39' Ronan (Valdivia) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' J. Ji-Yong (Y. Min-ho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-2</span>,52' Y. Min-ho (Valdivia) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-3</span> | 67'(pen) Valdivia <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-4</span> | 85' C. Jin-Hyuk (P. Min-Seo) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-4</span>,39' Ronan (Valdivia) 0-1 | 45' J. Ji-Yong (Y. Min-ho) 0-2 | 52' Y. Min-ho (Valdivia) 0-3 | 67'(pen) Valdivia 0-4 | 85' C. Jin-Hyuk (P. Min-Seo) 1-4
1510249,14' L. Joon-Suk <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' K. Hye-seong (S. Jun-Ho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 57' K. Ju-Sung <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 70'(pen) C. Lokolingoy <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 73' D. Lee (L. Jea-Ho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,14' L. Joon-Suk <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 45' K. Hye-seong (S. Jun-Ho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,57' K. Ju-Sung <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 70'(pen) C. Lokolingoy <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span> | 73' D. Lee (L. Jea-Ho) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span>,14' L. Joon-Suk 0-1 | 45' K. Hye-seong (S. Jun-Ho) 1-1 | 57' K. Ju-Sung 2-1 | 70'(pen) C. Lokolingoy 3-1 | 73' D. Lee (L. Jea-Ho) 3-2
1510250,34' C. Renato (G. Honorio) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 45' K. Min-Hyeok <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,34' C. Renato (G. Honorio) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 45' K. Min-Hyeok <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span>,,34' C. Renato (G. Honorio) 1-0 | 45' K. Min-Hyeok 1-1
1510251,71' K. Ji-Hyun (K. Hyun-Muk) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,,71' K. Ji-Hyun (K. Hyun-Muk) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,71' K. Ji-Hyun (K. Hyun-Muk) 0-1
1510252,43' L. Chan-Dong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,43' L. Chan-Dong <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,,43' L. Chan-Dong 1-0
1510253,14' Cesinha <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 19' J. Ji-Yong (Ronan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 43' K. Sin-Myeong (Valdivia) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 45'(pen) M. Serafim <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span> | 71' Edgar (Cesinha) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span> | 77' Edgar (M. Serafim) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span>,14' Cesinha <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 19' J. Ji-Yong (Ronan) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 43' K. Sin-Myeong (Valdivia) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 45'(pen) M. Serafim <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,71' Edgar (Cesinha) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-2</span> | 77' Edgar (M. Serafim) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>4-2</span>,14' Cesinha 1-0 | 19' J. Ji-Yong (Ronan) 1-1 | 43' K. Sin-Myeong (Valdivia) 1-2 | 45'(pen) M. Serafim 2-2 | 71' Edgar (Cesinha) 3-2 | 77' Edgar (M. Serafim) 4-2
1510254,9' H. Jeong-woo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 64'(pen) Willyan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 84' G. Tigrao (C. Seung-Hyeon) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 90' M. Frizzo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,9' H. Jeong-woo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span>,64'(pen) Willyan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-0</span> | 84' G. Tigrao (C. Seung-Hyeon) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 90' M. Frizzo <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>3-1</span>,9' H. Jeong-woo 1-0 | 64'(pen) Willyan 2-0 | 84' G. Tigrao (C. Seung-Hyeon) 2-1 | 90' M. Frizzo 3-1
1510255,35' K. Chan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span> | 46' M. Chol (C. Ji-Hun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 90' C. Renato (J. Kim) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 90'(pen) G. Honorio <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span>,35' K. Chan <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>0-1</span>,46' M. Chol (C. Ji-Hun) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 90' C. Renato (J. Kim) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-2</span> | 90'(pen) G. Honorio <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-3</span>,35' K. Chan 0-1 | 46' M. Chol (C. Ji-Hun) 1-1 | 90' C. Renato (J. Kim) 1-2 | 90'(pen) G. Honorio 1-3
1510256,17' L. Sang-Min (P. Sang-Hyeok) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 32' L. Kwang-Yeon <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 45' Y. Min-Ho (Y. Ju-An) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span> | 54'(pen) M. Garcia <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,17' L. Sang-Min (P. Sang-Hyeok) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-0</span> | 32' L. Kwang-Yeon <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>1-1</span> | 45' Y. Min-Ho (Y. Ju-An) <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-1</span>,54'(pen) M. Garcia <span style='background:#ffff99;padding:0 3px;border:1px solid #000'>2-2</span>,17' L. Sang-Min (P. Sang-Hyeok) 1-0 | 32' L. Kwang-Yeon 1-1 | 45' Y. Min-Ho (Y. Ju-An) 2-1 | 54'(pen) M. Garcia 2-2
